synset_name	synset_definition	frame_0	frame_1	frame_2	frame_3	frame_4
superiority.n.03	superiority, displaying a sense of being better than others	COMPARE	PROMOTE	AMELIORATE	OVERCOME_SURPASS	WIN
superposition.n.01	superposition, geology the deposition of one geological stratum on another	COMBINE_MIX_UNITE	OVERLAP	JOIN_CONNECT	ADD	AMASS
supersymmetry.n.01	supersymmetry, physics a theory that tries to link the four fundamental forces	JOIN_CONNECT	COMBINE_MIX_UNITE	CORRELATE	ATTACH	SECURE_FASTEN_TIE
supertwister.n.01	supertwister, the most powerful tornado which can create enormously devastating damage	DESTROY	ATTACK_BOMB	EXPLODE	THROW	HIT
supporting_fire.n.01	supporting fire, fire delivered by supporting units to protect or assist a unit in combat	SHOOT_LAUNCH_PROPEL	STABILIZE_SUPPORT-PHYSICALLY	THROW	ATTACK_BOMB	STRENGTHEN_MAKE-RESISTANT
suppression.n.01	suppression, the failure to develop some part or organ	STOP	RESTRAIN	PRECLUDE_FORBID_EXPEL	FAIL_LOSE	SWITCH-OFF_TURN-OFF_SHUT-DOWN
suppressive_fire.n.01	suppressive fire, fire on or about a weapon system to degrade its performance below what is needed to fulfill its mission objectives	SHOOT_LAUNCH_PROPEL	STOP	SWITCH-OFF_TURN-OFF_SHUT-DOWN	ATTACK_BOMB	THROW
surf_casting.n.01	surf casting, surf fishing, casting artificial bait far out into the ocean up to 200 yards with the waves breaking around you	HUNT	DIRECT_AIM_MANEUVER	THROW	SHOOT_LAUNCH_PROPEL	LURE_ENTICE
surface_fire.n.01	surface fire, a forest fire that burns only the surface litter and undergrowth	BURN	DESTROY	ATTACK_BOMB	EXPLODE	KILL
surface_noise.n.01	surface noise, noise produced by the friction of the stylus of a record player moving over the rotating record	MAKE-A-SOUND	CORRODE_WEAR-AWAY_SCRATCH	EXPLODE	MESS	CRY
surface_tension.n.01	surface tension, a phenomenon at the surface of a liquid caused by intermolecular forces	SECURE_FASTEN_TIE	TIGHTEN	ATTACH	STABILIZE_SUPPORT-PHYSICALLY	JOIN_CONNECT
surgical_contraception.n.01	surgical contraception, contraception by surgical sterilization	HELP_HEAL_CARE_CURE	WASH_CLEAN	CASTRATE	REPAIR_REMEDY	PREPARE
surgical_strike.n.01	surgical strike, an attack usually without prior warning intended to deal only with a specific target	ATTACK_BOMB	HIT	SHOOT_LAUNCH_PROPEL	FIGHT	CONQUER
surprise_attack.n.01	surprise attack, coup de main, an attack without warning	ATTACK_BOMB	FACE_CHALLENGE	FIGHT	VIOLATE	CONQUER
surveillance.n.01	surveillance, close observation of a person or group usually by the police	WATCH_LOOK-OUT	ANALYZE	SEE	SEARCH	VISIT
surveillance_of_disease.n.01	surveillance of disease, the ongoing systematic collection and analysis of data about an infectious disease that can lead to action being taken to control or prevent the disease	ANALYZE	VERIFY	SEARCH	WATCH_LOOK-OUT	MEASURE_EVALUATE
survival.n.02	survival, survival of the fittest, natural selection, selection, a natural process resulting in the evolution of organisms best adapted to the environment	CONTINUE	AMELIORATE	EXIST_LIVE	REMAIN	PROMOTE
survival.n.03	survival, something that survives	REMAIN	CONTINUE	FINISH_CONCLUDE_END	EXIST_LIVE	RESIST
sustaining_program.n.01	sustaining program, a program without a commercial sponsor	STABILIZE_SUPPORT-PHYSICALLY	STRENGTHEN_MAKE-RESISTANT	REMAIN	CONTINUE	REPAIR_REMEDY
suttee.n.01	suttee, the act of a hindu widow willingly cremating herself on the funeral pyre of her dead husband	KILL	DESTROY	BURN	COOK	CASTRATE
swaddling_clothes.n.02	swaddling clothes, restrictions placed on the immature	SECURE_FASTEN_TIE	ENCLOSE_WRAP	CARRY_TRANSPORT	ATTACH	STABILIZE_SUPPORT-PHYSICALLY
swan_dive.n.01	swan dive, swallow dive, a dive in which the diver arches the back with arms outstretched before entering the water	DIP_DIVE	WET	ABSORB	BREATH_BLOW	PERMEATE
swan_song.n.01	swan song, last hurrah, a final performance or effort especially before retirement	FINISH_CONCLUDE_END	KILL	RESIGN_RETIRE	PERFORM	CARRY-OUT-ACTION
swastika.n.01	swastika, Hakenkreuz, the official emblem of the nazi party and the third reich a cross with the arms bent at right angles in a clockwise direction	PAINT	CAVE_CARVE	PRINT	EMBELLISH	SIGNAL_INDICATE
sweat.n.03	sweat, condensation of moisture on a cold surface	DRY	COOL	WET	AIR	HEAT
swedish_massage.n.01	Swedish massage, massage combined with a system of active and passive exercises for the muscles and joints	TOUCH	PRESS_PUSH_FOLD	COMBINE_MIX_UNITE	JOIN_CONNECT	FLATTEN_SMOOTHEN
sweepstakes.n.01	sweepstakes, a lottery in which the prize consists of the money paid by the participants	BID	OBTAIN	BUY	GIVE_GIFT	STEAL_DEPRIVE
sweet.n.04	sweet, sweetness, sugariness, the taste experience when sugar dissolves in the mouth	CHANGE-TASTE	TASTE	HURT_HARM_ACHE	EAT_BITE	TREAT-WITH/BY
swell.n.01	swell, crestless wave, the undulating movement of the surface of the open sea	FLOW	MOVE-ONESELF	RAISE	GO-FORWARD	RUN
swimming_event.n.01	swimming event, an athletic competition that involves swimming	PLAY_SPORT/GAME	FIGHT	GO-FORWARD	FACE_CHALLENGE	JUMP
swimming_kick.n.01	swimming kick, a movement of the legs in swimming	HIT	GO-FORWARD	RUN	MOVE-ONESELF	MOVE-SOMETHING
swimming_meet.n.01	swimming meet, swim meet, a swimming competition between two or more teams	FIGHT	MEET	FACE_CHALLENGE	COMPETE	QUARREL_POLEMICIZE
swimming_stroke.n.01	swimming stroke, a method of moving the arms and legs to push against the water and propel the swimmer forward	MOVE-ONESELF	MOVE-SOMETHING	GO-FORWARD	RUN	TRAVEL
swing.n.09	swing, a square dance figure a pair of dancers join hands and dance around a point between them	DANCE	PERFORM	MOVE-ONESELF	GO-FORWARD	SING
switcheroo.n.01	switcheroo, a sudden unexpected switch	CHANGE_SWITCH	CONVERT	INVERT_REVERSE	MESS	CHANGE-APPEARANCE/STATE
swiz.n.01	swiz, british slang for a swindle	DECEIVE	STEAL_DEPRIVE	VIOLATE	FAKE	OBTAIN
swoosh.n.01	swoosh, whoosh, the noise produced by the sudden rush of a fluid a gas or liquid	MAKE-A-SOUND	CRY	SHOUT	EXPLODE	RUN
sword_dance.n.01	sword dance, sword dancing, any of various dances by men who step nimbly over swords or flourish them in the air	DANCE	PERFORM	SING	GO-FORWARD	TRAVEL
symbolatry.n.01	symbolatry, symbololatry, symbol-worship, the worship of symbols	SING	PERFORM	APPROVE_PRAISE	COMMUNE	CELEBRATE_PARTY
symbolism.n.02	symbolism, symbolization, symbolisation, the practice of investing things with symbolic meaning	COMBINE_MIX_UNITE	LOAD_PROVIDE_CHARGE_FURNISH	LEND	REPRESENT	JOIN_CONNECT
sympathectomy.n.01	sympathectomy, surgical interruption of a nerve pathway in the sympathetic nervous system	STOP	DELAY	HURT_HARM_ACHE	SWITCH-OFF_TURN-OFF_SHUT-DOWN	BREAK_DETERIORATE
sympathetic_vibration.n.01	sympathetic vibration, physics vibration produced by resonance	MOVE-ONESELF	MAKE-A-SOUND	DANCE	TRAVEL	TOUCH
sympathy_strike.n.01	sympathy strike, sympathetic strike, a strike in support of other workers who are on strike a strike not resulting from direct grievances against the workers employer	OPPOSE_REBEL_DISSENT	RESIST	REFUSE	FACE_CHALLENGE	CRITICIZE
symphysis.n.02	symphysis, a growing together of parts or structures	AMASS	COMBINE_MIX_UNITE	GROW_PLOW	JOIN_CONNECT	CORRELATE
synapsis.n.01	synapsis, the side by side pairing of homologous maternal and paternal chromosomes at the start of meiosis	JOIN_CONNECT	COMBINE_MIX_UNITE	ALLY_ASSOCIATE_MARRY	ADD	SECURE_FASTEN_TIE
synchronous_operation.n.01	synchronous operation, operations that are initiated predictably by a clock	OPERATE	START-FUNCTIONING	COMPENSATE	AUTOMATIZE	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
syneresis.n.01	syneresis, synaeresis, the contraction of two vowels into a diphthong	PRESS_PUSH_FOLD	CONVERT	REDUCE_DIMINISH	PRONOUNCE	CHANGE-APPEARANCE/STATE
syneresis.n.02	syneresis, synaeresis, the separation of liquid from a gel that is caused by contraction as in cheese making	SEPARATE_FILTER_DETACH	DIVIDE	COMBINE_MIX_UNITE	CONVERT	DISBAND_BREAK-UP
synergy.n.01	synergy, synergism, the working together of two things muscles or drugs for example to produce an effect greater than the sum of their individual effects	JOIN_CONNECT	COMBINE_MIX_UNITE	ALLY_ASSOCIATE_MARRY	CORRELATE	HARMONIZE
synesthesia.n.01	synesthesia, synaesthesia, a sensation that normally occurs in one sense modality occurs when another modality is stimulated	PERCEIVE	UNDERGO-EXPERIENCE	HURT_HARM_ACHE	FEEL	CAUSE-MENTAL-STATE
synizesis.n.01	synizesis, synezesis, the contraction of chromatin towards one side of the nucleus during the prophase of meiosis	PRESS_PUSH_FOLD	BEND	REDUCE_DIMINISH	INCLINE	LOWER
syntax_error.n.01	syntax error, an error of language resulting from code that does not conform to the syntax of the programming language	MISTAKE	MESS	TRANSLATE	COMPLEXIFY	EXPLAIN
systematism.n.01	systematism, the habitual practice of systematization and classification	CONVERT	CHANGE_SWITCH	CHANGE-APPEARANCE/STATE	COMBINE_MIX_UNITE	MESS
systemic_circulation.n.01	systemic circulation, circulation that supplies blood to all the body except to the lungs	FLOW	CIRCULATE_SPREAD_DISTRIBUTE	SPILL_POUR	GO-FORWARD	WET
systems_analysis.n.01	systems analysis, analysis of all aspects of a project along with ways to collect information about the operation of its parts	ANALYZE	VERIFY	MEASURE_EVALUATE	SEARCH	CALCULATE_ESTIMATE
systole.n.01	systole, the contraction of the chambers of the heart especially the ventricles to drive blood into the aorta and pulmonary artery	PRESS_PUSH_FOLD	MOVE-SOMETHING	LOWER	OPEN	BEND
systolic_pressure.n.01	systolic pressure, the blood pressure as measured by a sphygmomanometer during the contraction of the left ventricle of the heart	REDUCE_DIMINISH	MEASURE_EVALUATE	HURT_HARM_ACHE	WEAKEN	WORSEN
syzygy.n.01	syzygy, the straight line configuration of 3 celestial bodies as the sun and earth and moon in a gravitational system	FLATTEN_SMOOTHEN	OVERLAP	MESS	ADJUST_CORRECT	BEND
t'ai_chi.n.01	t'ai chi, tai chi, t'ai chi chuan, tai chi chuan, taichi, taichichuan, a chinese system of slow meditative physical exercise designed for relaxation and balance and health	DANCE	PERFORM	SING	MAKE-A-SOUND	PLAY_SPORT/GAME
table_game.n.01	table game, a game that is played on a table	PLAY_SPORT/GAME	FIGHT	BID	COMPETE	PERFORM
table_tennis.n.01	table tennis, Ping-Pong, a game trademark pingpong resembling tennis but played on a table with paddles and a light hollow ball	PLAY_SPORT/GAME	FIGHT	HIT	PERFORM	ATTACK_BOMB
tack.n.06	tack, sailing a zigzag course	TRAVEL	GO-FORWARD	MOVE-ONESELF	MOVE-BY-MEANS-OF	RUN
tackle.n.04	tackle, american football a position on the line of scrimmage	HIT	ATTACK_BOMB	FIGHT	CATCH	SHOOT_LAUNCH_PROPEL
tactical_intelligence.n.01	tactical intelligence, combat intelligence, intelligence that is required for the planning and conduct of tactical operations	LEARN	TEACH	KNOW	PLAN_SCHEDULE	UNDERSTAND
tactical_warning.n.01	tactical warning, military a warning after the initiation of a hostile act	WARN	INFORM	SPEAK	BEWITCH	DECREE_DECLARE
tae_kwon_do.n.01	tae kwon do, taekwondo, a korean martial art similar to karate	DANCE	PERFORM	PLAY_SPORT/GAME	CARRY-OUT-ACTION	TEACH
tailback.n.02	tailback, american football the position of the offensive back on a football team who lines up farthest from the line of scrimmage	MOVE-BACK	LEAVE_DEPART_RUN-AWAY	GO-FORWARD	RUN	STOP
tailspin.n.02	tailspin, spin, rapid descent of an aircraft in a steep spiral	FALL_SLIDE-DOWN	MOVE-ONESELF	TRAVEL	GO-FORWARD	MOVE-BACK
tailwind.n.01	tailwind, wind blowing in the same direction as the path of a ship or aircraft	AIR	FLOW	METEOROLOGICAL	SPILL_POUR	WET
take-up.n.02	take-up, the action of taking up as by tightening or absorption or reeling in	RAISE	INCREASE_ENLARGE_MULTIPLY	BULGE-OUT	JUMP	ABSORB
takeaway.n.02	takeaway, a concession made by a labor union to a company that is trying to lower its expenditures	GIVE-UP_ABOLISH_ABANDON	STEAL_DEPRIVE	REDUCE_DIMINISH	CANCEL_ELIMINATE	REMOVE_TAKE-AWAY_KIDNAP
takeaway.n.03	takeaway, the act of taking the ball or puck away from the team on the offense as by the interception of a pass	REMOVE_TAKE-AWAY_KIDNAP	LEAVE_DEPART_RUN-AWAY	EMPTY_UNLOAD	DRIVE-BACK	CANCEL_ELIMINATE
takedown.n.01	takedown, amateur wrestling being brought to the mat from a standing position	HIT	FIGHT	ATTACK_BOMB	KNOCK-DOWN	DEFEAT
takeover_attempt.n.01	takeover attempt, an attempt to take control of a corporation	STEAL_DEPRIVE	OBTAIN	BUY	VIOLATE	CATCH
talk.n.03	talk, the act of giving a talk to an audience	EXPLAIN	SPEAK	SHOUT	DISCUSS	INFORM
talk_show.n.01	talk show, chat show, a program during which wellknown people discuss a topic or answer questions telephoned in by the audience	EXPLAIN	DISCUSS	INFORM	SPEAK	REVEAL
talking_picture.n.01	talking picture, talkie, a movie with synchronized speech and singing	EXPLAIN	SPEAK	INFORM	RECORD	WRITE
tall_order.n.01	tall order, large order, a formidable task or requirement	SORT_CLASSIFY_ARRANGE	MESS	ORGANIZE	REQUIRE_NEED_WANT_HOPE	ORDER
tapotement.n.01	tapotement, massage in which the body is tapped rhythmically with the fingers or with short rapid movements of the sides of the hand used to loosen mucus on the chest walls of patients with bronchitis	TOUCH	HIT	PRESS_PUSH_FOLD	CORRODE_WEAR-AWAY_SCRATCH	MOVE-SOMETHING
tarantella.n.02	tarantella, tarantelle, a lively whirling italian dance for two persons	DANCE	PERFORM	SING	MAKE-A-SOUND	MOVE-ONESELF
target_practice.n.01	target practice, practice in shooting at targets	TRY	STUDY	HIT	ATTACK_BOMB	TEACH
taste.n.03	taste, appreciation, discernment, perceptiveness, delicate discrimination especially of aesthetic values	PERCEIVE	LIKE	UNDERSTAND	CAUSE-MENTAL-STATE	FEEL
tax_avoidance.n.01	tax avoidance, the minimization of tax liability by lawful methods	REDUCE_DIMINISH	ABSTAIN_AVOID_REFRAIN	WEAKEN	MISS_OMIT_LACK	DOWNPLAY_HUMILIATE
tax_collection.n.01	tax collection, the collection of taxes	GROUP	AMASS	CATCH	CHARGE	STEAL_DEPRIVE
tax_credit.n.01	tax credit, a direct reduction in tax liability not dependent on the taxpayers tax bracket	REDUCE_DIMINISH	WEAKEN	COMPENSATE	DEBASE_ADULTERATE	AUTHORIZE_ADMIT
tax_cut.n.01	tax cut, the act of reducing taxation	REDUCE_DIMINISH	WEAKEN	DEBASE_ADULTERATE	REMOVE_TAKE-AWAY_KIDNAP	DOWNPLAY_HUMILIATE
tax_evasion.n.01	tax evasion, the deliberate failure to pay taxes usually by making a false report	DECEIVE	VIOLATE	MISS_OMIT_LACK	FAKE	STEAL_DEPRIVE
taxis.n.01	taxis, a locomotor response toward or away from an external stimulus by a motile and usually simple organism	GO-FORWARD	TRAVEL	MOVE-BACK	MOVE-SOMETHING	RUN
taxis.n.02	taxis, the surgical procedure of manually restoring a displaced body part	REPAIR_REMEDY	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	RENEW	STABILIZE_SUPPORT-PHYSICALLY	HELP_HEAL_CARE_CURE
taxonomy.n.03	taxonomy, practice of classifying plants and animals according to their presumed natural relationships	SORT_CLASSIFY_ARRANGE	COUNT	DISTINGUISH_DIFFER	SUMMARIZE	INCLUDE-AS
tazir_crime.n.01	Tazir crime, islam minor crimes committed by muslims crimes that are not mentioned in the koran so judges are free to punish the offender in any appropriate way	PUNISH	HURT_HARM_ACHE	VIOLATE	AFFECT	CONTRACT-AN-ILLNESS_INFECT
tea_ceremony.n.01	tea ceremony, chanoyu, an ancient ritual for preparing and serving and drinking tea	COOK	CELEBRATE_PARTY	COMMUNE	DRINK	DANCE
tea_party.n.01	tea party, a party at which tea is served	CELEBRATE_PARTY	JOKE	PARTICIPATE	MEET	BEHAVE
teachership.n.01	teachership, the position of teacher	TEACH	WORK	MANAGE	LEAD_GOVERN	ASSIGN-smt-to-smn
teaching.n.01	teaching, instruction, pedagogy, the profession of a teacher	TEACH	STUDY	LEARN	EXPLAIN	INFORM
teaching_reading.n.01	teaching reading, teaching beginners to read	TEACH	STUDY	LEARN	READ	EXPLAIN
team_sport.n.01	team sport, a sport that involves competition between teams of players	FIGHT	PLAY_SPORT/GAME	FACE_CHALLENGE	COMPETE	QUARREL_POLEMICIZE
team_teaching.n.01	team teaching, a method of coordinated classroom teaching involving a team of teachers working together with a single group of students	TEACH	STUDY	LEARN	EXPLAIN	KNOW
teamwork.n.01	teamwork, cooperative work done by a team especially when it is effective	MANAGE	ALLY_ASSOCIATE_MARRY	WORK	LEAD_GOVERN	BEFRIEND
teasing.n.02	teasing, playful vexation	TOUCH	HOLE_PIERCE	JOKE	PRESS_PUSH_FOLD	OFFEND_DISESTEEM
technical_analysis.n.01	technical analysis, technical analysis of stock trends, stock exchange analysis of past price changes in the hope of forecasting future price changes	ANALYZE	VERIFY	MEASURE_EVALUATE	SEARCH	CALCULATE_ESTIMATE
technical_foul.n.01	technical foul, technical, basketball a foul that can be assessed on a player or a coach or a team for unsportsmanlike conduct does not usually involve physical contact during play	PUNISH	FAIL_LOSE	HIT	VIOLATE	HURT_HARM_ACHE
technical_knockout.n.01	technical knockout, TKO, a knockout declared by the referee who judges one boxer unable to continue	DEFEAT	HIT	DESTROY	CANCEL_ELIMINATE	FIGHT
teetotaling.n.01	teetotaling, teetotalism, abstaining from alcohol	ABSTAIN_AVOID_REFRAIN	GIVE-UP_ABOLISH_ABANDON	RESIGN_RETIRE	DRIVE-BACK	DISMISS_FIRE-SMN
telecommuting.n.01	telecommuting, teleworking, employment at home while communicating with the workplace by phone or fax or modem	WORK	MANAGE	TRANSMIT	TRAVEL	COMMUNICATE_CONTACT
telefilm.n.01	telefilm, a movie that is made to be shown on television	TRANSMIT	SEND	SELL	PUBLISH	CIRCULATE_SPREAD_DISTRIBUTE
telemark.n.01	telemark, a turn made in skiing the outside ski is placed ahead and turned gradually inwards	TURN_CHANGE-DIRECTION	MOVE-ONESELF	TRAVEL	MOVE-BY-MEANS-OF	GO-FORWARD
telemarketing.n.01	telemarketing, teleselling, telecommerce, the use of the telephone as an interactive medium for promotion and sales	SUMMON	COMMUNICATE_CONTACT	TRANSMIT	SELL	SEND
telemetry.n.01	telemetry, automatic transmission and measurement of data from remote sources by wire or radio or other means	MEASURE_EVALUATE	RECORD	CALCULATE_ESTIMATE	ANALYZE	TRANSMIT
telemetry_intelligence.n.01	telemetry intelligence, TELINT, intelligence derived from the interception and processing and analysis of foreign telemetry	ANALYZE	RECORD	MEASURE_EVALUATE	VERIFY	TRANSMIT
telephone_interview.n.01	telephone interview, an interview conducted over the telephone	ANALYZE	DISCUSS	ASK_REQUEST	VERIFY	SUMMON
telephone_order.n.01	telephone order, receiving orders via telephone	SUMMON	SEND	COMMUNICATE_CONTACT	TRANSMIT	ASK_REQUEST
telephotography.n.01	telephotography, transmission and reproduction of photographs and charts and pictures over a distance	TRANSMIT	SEND	ANALYZE	RECORD	COPY
telephotography.n.02	telephotography, photography using a telephoto lens	ANALYZE	PRINT	RECORD	PAINT	COPY
televangelism.n.01	televangelism, evangelism at a distance by the use of television	TEACH	TRANSMIT	PROMOTE	PERSUADE	CIRCULATE_SPREAD_DISTRIBUTE
television_news.n.01	television news, a television broadcast of news	INFORM	REVEAL	PUBLISH	CIRCULATE_SPREAD_DISTRIBUTE	PUBLICIZE
television_program.n.01	television program, TV program, television show, TV show, a program broadcast by television	TRANSMIT	PUBLISH	CIRCULATE_SPREAD_DISTRIBUTE	RECORD	PUBLICIZE
temperament.n.03	temperament, an adjustment of the intervals as in tuning a keyboard instrument so that the scale can be used to play in different keys	ADJUST_CORRECT	HARMONIZE	CHANGE_SWITCH	COMPENSATE	MESS
temperature.n.02	temperature, the somatic sensation of cold or heat	HEAT	COOL	CONVERT	UNDERGO-EXPERIENCE	BURN
temperature_change.n.01	temperature change, a process whereby the degree of hotness of a body or medium changes	HEAT	CONVERT	CHANGE-APPEARANCE/STATE	COOL	CHANGE_SWITCH
tempest.n.02	tempest, literary a violent wind	FLOW	EMIT	AIR	BREATH_BLOW	METEOROLOGICAL
tempestuousness.n.01	tempestuousness, a state of wild storminess	BEHAVE	DIM	DIVERSIFY	WORSEN	MESS
tender_loving_care.n.01	tender loving care, TLC, considerate and solicitous care	HELP_HEAL_CARE_CURE	REPAIR_REMEDY	PRESERVE	WASH_CLEAN	TREAT-WITH/BY
tennis.n.01	tennis, lawn tennis, a game played with rackets by two or four players who hit a ball back and forth over a net that divides the court	HIT	PLAY_SPORT/GAME	FIGHT	SHOOT_LAUNCH_PROPEL	SCORE
tennis_lesson.n.01	tennis lesson, a lesson in playing tennis	TEACH	LEARN	STUDY	PLAY_SPORT/GAME	KNOW
tennis_match.n.01	tennis match, a match between tennis players	FIGHT	FACE_CHALLENGE	QUARREL_POLEMICIZE	PLAY_SPORT/GAME	COMPETE
tennis_stroke.n.01	tennis stroke, tennis shot, the act of hitting a tennis ball with a tennis racket	HIT	SHOOT_LAUNCH_PROPEL	SCORE	THROW	TOUCH
tenpins.n.01	tenpins, tenpin bowling, bowling down an alley at a target of ten wooden pins	HIT	THROW	SHOOT_LAUNCH_PROPEL	SCORE	MOVE-SOMETHING
teratogenesis.n.01	teratogenesis, the development of defects in an embryo	CONVERT	CHANGE-APPEARANCE/STATE	DEVELOP_AGE	GROW_PLOW	AMELIORATE
terrain_flight.n.01	terrain flight, low level flight, flight at very low altitudes	TRAVEL	RUN	GO-FORWARD	MOVE-BY-MEANS-OF	FLY
terrain_intelligence.n.01	terrain intelligence, tactical intelligence on the natural and manmade characteristics of an area	LEARN	PREPARE	UNDERSTAND	STUDY	TEACH
terrestrial_guidance.n.01	terrestrial guidance, a method of controlling the flight of a missile by devices that respond to the strength and direction of the earths gravitational field	DIRECT_AIM_MANEUVER	TRAVEL	FLY	RUN	THROW
territoriality.n.01	territoriality, the behavior of a male animal that defines and defends its territory	CONQUER	PROTECT	TREAT	BEHAVE	MANAGE
terror.n.04	terror, the use of extreme fear in order to coerce people especially for political reasons	CAUSE-MENTAL-STATE	OBLIGE_FORCE	PERSUADE	UNDERGO-EXPERIENCE	LURE_ENTICE
terrorism.n.01	terrorism, act of terrorism, terrorist act, the calculated use of violence or the threat of violence against civilians in order to attain goals that are political or religious or ideological in nature this is done through intimidation or coercion or instilling fear	ATTACK_BOMB	VIOLATE	OBLIGE_FORCE	BEHAVE	CRITICIZE
terrorist_attack.n.01	terrorist attack, a surprise attack involving the deliberate use of violence against civilians in the hope of attaining political or religious aims	ATTACK_BOMB	FIGHT	VIOLATE	FACE_CHALLENGE	CRITICIZE
tessellation.n.01	tessellation, the careful juxtaposition of shapes in a pattern	SEW	OVERLAP	SHAPE	COMBINE_MIX_UNITE	WEAVE
test_ban.n.01	test ban, a ban on the testing of nuclear weapons that is mutually agreed to by countries that possess nuclear weapons	PRECLUDE_FORBID_EXPEL	RESTRAIN	STOP	DELAY	TRY
test_case.n.01	test case, test suit, a representative legal action whose outcome is likely to become a precedent	ANALYZE	VERIFY	TRY	RISK	FACE_CHALLENGE
test_match.n.01	test match, match game, matched game, an international championship match	FIGHT	TRY	PLAY_SPORT/GAME	FACE_CHALLENGE	COMPETE
test_paper.n.01	test paper, examination paper, exam paper, question sheet, a written examination	ANALYZE	VERIFY	TRY	CALCULATE_ESTIMATE	SEARCH
testcross.n.01	testcross, test-cross, a cross between an organism whose genotype for a certain trait is unknown and an organism that is homozygous recessive for that trait so the unknown genotype can be determined from that of the offspring	COMBINE_MIX_UNITE	OVERLAP	BORDER	JOIN_CONNECT	COMPARE
tetanus.n.02	tetanus, a sustained muscular contraction resulting from a rapid series of nerve impulses	HURT_HARM_ACHE	CONTRACT-AN-ILLNESS_INFECT	KILL	BREAK_DETERIORATE	PRESS_PUSH_FOLD
tetherball.n.01	tetherball, a game with two players who use rackets to strike a ball that is tethered to the top of a pole the object is to wrap the string around the pole	HIT	PLAY_SPORT/GAME	FIGHT	THROW	ATTACK_BOMB
tetralogy.n.01	tetralogy, a series of four related works plays or operas or novels	CORRELATE	SORT_CLASSIFY_ARRANGE	PERFORM	ESTABLISH	CREATE_MATERIALIZE
texas_leaguer.n.01	Texas leaguer, baseball a fly ball that falls between and infielder and an outfielder	HIT	THROW	SCORE	SHOOT_LAUNCH_PROPEL	PLAY_SPORT/GAME
thaneship.n.01	thaneship, the position of thane	LOWER	LIE	INVERT_REVERSE	REPLACE	INCLINE
thanks.n.02	thanks, with the help of or owing to	APPROVE_PRAISE	PAY	FOLLOW_SUPPORT_SPONSOR_FUND	DERIVE	AGREE_ACCEPT
thaumatolatry.n.01	thaumatolatry, miracle-worship, the worship of miracles	SING	PERFORM	CELEBRATE_PARTY	COMMUNE	DANCE
thaw.n.03	thaw, a relaxation or slackening of tensions or reserve becoming less hostile	REDUCE_DIMINISH	WEAKEN	SLOW-DOWN	CHANGE-APPEARANCE/STATE	CONVERT
the_devil.n.01	the devil, something difficult or awkward to do or deal with	MANAGE	HURT_HARM_ACHE	TREAT	COMPLEXIFY	WORK
the_irish_famine.n.01	the Irish Famine, the Great Hunger, the Great Starvation, the Great Calamity, a famine in ireland resulting from a potato blight between 1846 and 1851 a million people starved to death and 16 million emigrated most to america	WORSEN	HURT_HARM_ACHE	CONTRACT-AN-ILLNESS_INFECT	KILL	SPOIL
the_way_of_the_world.n.01	the way of the world, the ways of the world, the manner in which people typically behave or things typically happen	BEHAVE	DIVERSIFY	MESS	CHANGE_SWITCH	CHANGE-APPEARANCE/STATE
thelarche.n.01	thelarche, the start of breast development in a woman at the beginning of puberty	DEVELOP_AGE	BEGIN	GIVE-BIRTH	START-FUNCTIONING	GROW_PLOW
thematic_apperception_test.n.01	Thematic Apperception Test, TAT, a projective technique using blackandwhite pictures subjects tell a story about each picture	VERIFY	ANALYZE	PERCEIVE	PAINT	TRY
theology.n.03	theology, the learned profession acquired by specialized courses in religion usually taught at a college or seminary	TEACH	STUDY	LEARN	KNOW	INTERPRET
theophany.n.01	theophany, a visible but not necessarily material manifestation of a deity to a human person	APPEAR	SHOW	REPRESENT	SEEM	REVEAL
theory.n.01	theory, a wellsubstantiated explanation of some aspect of the natural world an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena	EXPLAIN	INTERPRET	INFER	UNDERSTAND	LEARN
theory_of_dissociation.n.01	theory of dissociation, theory of electrolytic dissociation, Arrhenius theory of dissociation, chemistry theory that describes aqueous solutions in terms of acids which dissociate to give hydrogen ions and bases which dissociate to give hydroxyl ions the product of an acid and a base is a salt and water	COMBINE_MIX_UNITE	SEPARATE_FILTER_DETACH	TREAT-WITH/BY	CONVERT	DISBAND_BREAK-UP
theory_of_evolution.n.01	theory of evolution, theory of organic evolution, evolutionism, biology a scientific theory of the origin of species of plants and animals	AMELIORATE	PROMOTE	CHANGE-APPEARANCE/STATE	INCREASE_ENLARGE_MULTIPLY	ADJUST_CORRECT
theory_of_gravitation.n.01	theory of gravitation, theory of gravity, gravitational theory, Newton's theory of gravitation, physics the theory that any two particles of matter attract one another with a force directly proportional to the product of their masses and inversely proportional to the square of the distance between them	TRAVEL	MOVE-SOMETHING	PULL	GO-FORWARD	TURN_CHANGE-DIRECTION
theory_of_indicators.n.01	theory of indicators, Ostwald's theory of indicators, chemistry the theory that all indicators are either weak acids or weak bases in which the color of the ionized form is different from the color before dissociation	REPRESENT	MEASURE_EVALUATE	ANALYZE	INTERPRET	COMBINE_MIX_UNITE
